,Adverse Event,Age_Grp,Count
6499,Intentional product misuse to child,13 to 18 years old,0
6500,Intentional product misuse to child,18 to 40,0
6501,Intentional product misuse to child,18 to 65 years old,0
6502,Intentional product misuse to child,over 65 years old,0
6503,Therapeutic product effect variable,Unknown Age,4
6504,Therapeutic product effect variable,under 1 year old,0
6505,Therapeutic product effect variable,1 to 13 years old,0
6506,Therapeutic product effect variable,13 to 18 years old,0
6507,Therapeutic product effect variable,18 to 40,1
6508,Therapeutic product effect variable,18 to 65 years old,1
6509,Therapeutic product effect variable,over 65 years old,2
6510,Gastric perforation,Unknown Age,1
6511,Gastric perforation,under 1 year old,0
6512,Gastric perforation,1 to 13 years old,0
6513,Gastric perforation,13 to 18 years old,0
6514,Gastric perforation,18 to 40,0
6515,Gastric perforation,18 to 65 years old,2
6516,Gastric perforation,over 65 years old,0
6517,Libido increased,Unknown Age,0
6518,Libido increased,under 1 year old,0
6519,Libido increased,1 to 13 years old,0
6520,Libido increased,13 to 18 years old,0
6521,Libido increased,18 to 40,1
6522,Libido increased,18 to 65 years old,0
6523,Libido increased,over 65 years old,0
6524,Schizophrenia,Unknown Age,0
6525,Schizophrenia,under 1 year old,0
6526,Schizophrenia,1 to 13 years old,0
6527,Schizophrenia,13 to 18 years old,0
6528,Schizophrenia,18 to 40,1
6529,Schizophrenia,18 to 65 years old,0
6530,Schizophrenia,over 65 years old,0
6531,Abscess jaw,Unknown Age,0
6532,Abscess jaw,under 1 year old,0
6533,Abscess jaw,1 to 13 years old,0
6534,Abscess jaw,13 to 18 years old,0
6535,Abscess jaw,18 to 40,0
6536,Abscess jaw,18 to 65 years old,1
6537,Abscess jaw,over 65 years old,0
6538,Electrocardiogram QRS complex abnormal,Unknown Age,0
6539,Electrocardiogram QRS complex abnormal,under 1 year old,0
6540,Electrocardiogram QRS complex abnormal,1 to 13 years old,0
6541,Electrocardiogram QRS complex abnormal,13 to 18 years old,0
6542,Electrocardiogram QRS complex abnormal,18 to 40,0
6543,Electrocardiogram QRS complex abnormal,18 to 65 years old,0
6544,Electrocardiogram QRS complex abnormal,over 65 years old,1
6545,Drug tolerance,Unknown Age,1
6546,Drug tolerance,under 1 year old,0
6547,Drug tolerance,1 to 13 years old,0
6548,Drug tolerance,13 to 18 years old,0
6549,Drug tolerance,18 to 40,0
6550,Drug tolerance,18 to 65 years old,0
6551,Drug tolerance,over 65 years old,0
6552,Extrasystoles,Unknown Age,0
6553,Extrasystoles,under 1 year old,0
6554,Extrasystoles,1 to 13 years old,0
6555,Extrasystoles,13 to 18 years old,0
6556,Extrasystoles,18 to 40,0
6557,Extrasystoles,18 to 65 years old,1
6558,Extrasystoles,over 65 years old,0
6559,Abortion spontaneous,Unknown Age,1
6560,Abortion spontaneous,under 1 year old,0
6561,Abortion spontaneous,1 to 13 years old,0
6562,Abortion spontaneous,13 to 18 years old,0
6563,Abortion spontaneous,18 to 40,5
6564,Abortion spontaneous,18 to 65 years old,7
6565,Abortion spontaneous,over 65 years old,0
6566,Hepatic haemorrhage,Unknown Age,1
6567,Hepatic haemorrhage,under 1 year old,0
6568,Hepatic haemorrhage,1 to 13 years old,0
6569,Hepatic haemorrhage,13 to 18 years old,0
6570,Hepatic haemorrhage,18 to 40,0
6571,Hepatic haemorrhage,18 to 65 years old,0
6572,Hepatic haemorrhage,over 65 years old,0
6573,Hypertonic bladder,Unknown Age,1
6574,Hypertonic bladder,under 1 year old,0
6575,Hypertonic bladder,1 to 13 years old,0
6576,Hypertonic bladder,13 to 18 years old,0
6577,Hypertonic bladder,18 to 40,0
6578,Hypertonic bladder,18 to 65 years old,0
6579,Hypertonic bladder,over 65 years old,0
6580,Occult blood positive,Unknown Age,1
6581,Occult blood positive,under 1 year old,0
6582,Occult blood positive,1 to 13 years old,0
6583,Occult blood positive,13 to 18 years old,0
6584,Occult blood positive,18 to 40,0
6585,Occult blood positive,18 to 65 years old,0
6586,Occult blood positive,over 65 years old,0
6587,Contraindication to medical treatment,Unknown Age,0
6588,Contraindication to medical treatment,under 1 year old,0
6589,Contraindication to medical treatment,1 to 13 years old,0
6590,Contraindication to medical treatment,13 to 18 years old,0
6591,Contraindication to medical treatment,18 to 40,0
6592,Contraindication to medical treatment,18 to 65 years old,1
6593,Contraindication to medical treatment,over 65 years old,0
6594,Miosis,Unknown Age,0
6595,Miosis,under 1 year old,0
6596,Miosis,1 to 13 years old,0
6597,Miosis,13 to 18 years old,4
6598,Miosis,18 to 40,1
6599,Miosis,18 to 65 years old,2
6600,Miosis,over 65 years old,2
6601,Scab,Unknown Age,0
6602,Scab,under 1 year old,0
6603,Scab,1 to 13 years old,0
6604,Scab,13 to 18 years old,0
6605,Scab,18 to 40,0
6606,Scab,18 to 65 years old,3
6607,Scab,over 65 years old,0
6608,Skin disorder,Unknown Age,2
6609,Skin disorder,under 1 year old,0
6610,Skin disorder,1 to 13 years old,0
6611,Skin disorder,13 to 18 years old,0
6612,Skin disorder,18 to 40,0
6613,Skin disorder,18 to 65 years old,4
6614,Skin disorder,over 65 years old,0
6615,Diarrhoea neonatal,Unknown Age,1
6616,Diarrhoea neonatal,under 1 year old,0
6617,Diarrhoea neonatal,1 to 13 years old,0
6618,Diarrhoea neonatal,13 to 18 years old,0
6619,Diarrhoea neonatal,18 to 40,0
6620,Diarrhoea neonatal,18 to 65 years old,0
6621,Diarrhoea neonatal,over 65 years old,0
6622,Neonatal aspiration,Unknown Age,1
6623,Neonatal aspiration,under 1 year old,0
6624,Neonatal aspiration,1 to 13 years old,0
6625,Neonatal aspiration,13 to 18 years old,0
6626,Neonatal aspiration,18 to 40,0
6627,Neonatal aspiration,18 to 65 years old,0
6628,Neonatal aspiration,over 65 years old,0
6629,Poor feeding infant,Unknown Age,2
6630,Poor feeding infant,under 1 year old,0
6631,Poor feeding infant,1 to 13 years old,0
6632,Poor feeding infant,13 to 18 years old,0
6633,Poor feeding infant,18 to 40,0
6634,Poor feeding infant,18 to 65 years old,0
6635,Poor feeding infant,over 65 years old,0
6636,Muscle rigidity,Unknown Age,0
6637,Muscle rigidity,under 1 year old,0
6638,Muscle rigidity,1 to 13 years old,0
6639,Muscle rigidity,13 to 18 years old,0
6640,Muscle rigidity,18 to 40,0
6641,Muscle rigidity,18 to 65 years old,4
6642,Muscle rigidity,over 65 years old,1
6643,Endometriosis,Unknown Age,0
6644,Endometriosis,under 1 year old,0
6645,Endometriosis,1 to 13 years old,0
6646,Endometriosis,13 to 18 years old,0
6647,Endometriosis,18 to 40,3
6648,Endometriosis,18 to 65 years old,0
6649,Endometriosis,over 65 years old,0
6650,Gastrointestinal motility disorder,Unknown Age,0
6651,Gastrointestinal motility disorder,under 1 year old,0
6652,Gastrointestinal motility disorder,1 to 13 years old,0
6653,Gastrointestinal motility disorder,13 to 18 years old,0
6654,Gastrointestinal motility disorder,18 to 40,3
6655,Gastrointestinal motility disorder,18 to 65 years old,0
6656,Gastrointestinal motility disorder,over 65 years old,0
6657,Impaired gastric emptying,Unknown Age,0
6658,Impaired gastric emptying,under 1 year old,0
6659,Impaired gastric emptying,1 to 13 years old,0
6660,Impaired gastric emptying,13 to 18 years old,0
6661,Impaired gastric emptying,18 to 40,3
6662,Impaired gastric emptying,18 to 65 years old,0
6663,Impaired gastric emptying,over 65 years old,0
6664,Accident,Unknown Age,0
6665,Accident,under 1 year old,0
6666,Accident,1 to 13 years old,0
6667,Accident,13 to 18 years old,0
6668,Accident,18 to 40,0
6669,Accident,18 to 65 years old,0
6670,Accident,over 65 years old,1
6671,Flail chest,Unknown Age,0
6672,Flail chest,under 1 year old,0
6673,Flail chest,1 to 13 years old,0
6674,Flail chest,13 to 18 years old,0
6675,Flail chest,18 to 40,0
6676,Flail chest,18 to 65 years old,0
6677,Flail chest,over 65 years old,1
6678,Lung perforation,Unknown Age,0
6679,Lung perforation,under 1 year old,0
6680,Lung perforation,1 to 13 years old,0
6681,Lung perforation,13 to 18 years old,0
6682,Lung perforation,18 to 40,0
6683,Lung perforation,18 to 65 years old,0
6684,Lung perforation,over 65 years old,1
6685,Rib fracture,Unknown Age,0
6686,Rib fracture,under 1 year old,0
6687,Rib fracture,1 to 13 years old,0
6688,Rib fracture,13 to 18 years old,0
6689,Rib fracture,18 to 40,0
6690,Rib fracture,18 to 65 years old,0
6691,Rib fracture,over 65 years old,3
6692,Thoracic operation,Unknown Age,0
6693,Thoracic operation,under 1 year old,0
6694,Thoracic operation,1 to 13 years old,0
6695,Thoracic operation,13 to 18 years old,0
6696,Thoracic operation,18 to 40,0
6697,Thoracic operation,18 to 65 years old,0
6698,Thoracic operation,over 65 years old,1
6699,Palmar-plantar erythrodysaesthesia syndrome,Unknown Age,1
6700,Palmar-plantar erythrodysaesthesia syndrome,under 1 year old,0
6701,Palmar-plantar erythrodysaesthesia syndrome,1 to 13 years old,0
6702,Palmar-plantar erythrodysaesthesia syndrome,13 to 18 years old,0
6703,Palmar-plantar erythrodysaesthesia syndrome,18 to 40,0
6704,Palmar-plantar erythrodysaesthesia syndrome,18 to 65 years old,0
6705,Palmar-plantar erythrodysaesthesia syndrome,over 65 years old,1
6706,Lip ulceration,Unknown Age,0
6707,Lip ulceration,under 1 year old,0
6708,Lip ulceration,1 to 13 years old,0
6709,Lip ulceration,13 to 18 years old,0
6710,Lip ulceration,18 to 40,0
6711,Lip ulceration,18 to 65 years old,0
6712,Lip ulceration,over 65 years old,1
6713,Mouth ulceration,Unknown Age,0
6714,Mouth ulceration,under 1 year old,0
6715,Mouth ulceration,1 to 13 years old,0
6716,Mouth ulceration,13 to 18 years old,0
6717,Mouth ulceration,18 to 40,3
6718,Mouth ulceration,18 to 65 years old,0
6719,Mouth ulceration,over 65 years old,1
6720,Fear of disease,Unknown Age,3
6721,Fear of disease,under 1 year old,0
6722,Fear of disease,1 to 13 years old,0
6723,Fear of disease,13 to 18 years old,0
6724,Fear of disease,18 to 40,0
6725,Fear of disease,18 to 65 years old,0
6726,Fear of disease,over 65 years old,0
6727,Crohn's disease,Unknown Age,1
6728,Crohn's disease,under 1 year old,0
6729,Crohn's disease,1 to 13 years old,0
6730,Crohn's disease,13 to 18 years old,0
6731,Crohn's disease,18 to 40,0
6732,Crohn's disease,18 to 65 years old,0
6733,Crohn's disease,over 65 years old,1
6734,Thirst,Unknown Age,0
6735,Thirst,under 1 year old,0
6736,Thirst,1 to 13 years old,0
6737,Thirst,13 to 18 years old,0
6738,Thirst,18 to 40,0
6739,Thirst,18 to 65 years old,0
6740,Thirst,over 65 years old,1
6741,Drug ineffective for unapproved indication,Unknown Age,1
6742,Drug ineffective for unapproved indication,under 1 year old,0
6743,Drug ineffective for unapproved indication,1 to 13 years old,0
6744,Drug ineffective for unapproved indication,13 to 18 years old,0
6745,Drug ineffective for unapproved indication,18 to 40,3
6746,Drug ineffective for unapproved indication,18 to 65 years old,3
6747,Drug ineffective for unapproved indication,over 65 years old,0
6748,Ankylosing spondylitis,Unknown Age,0
6749,Ankylosing spondylitis,under 1 year old,0
6750,Ankylosing spondylitis,1 to 13 years old,0
6751,Ankylosing spondylitis,13 to 18 years old,0
6752,Ankylosing spondylitis,18 to 40,0
6753,Ankylosing spondylitis,18 to 65 years old,2
6754,Ankylosing spondylitis,over 65 years old,0
6755,Groin infection,Unknown Age,0
6756,Groin infection,under 1 year old,0
6757,Groin infection,1 to 13 years old,0
6758,Groin infection,13 to 18 years old,0
6759,Groin infection,18 to 40,0
6760,Groin infection,18 to 65 years old,2
6761,Groin infection,over 65 years old,0
6762,Hepatic pain,Unknown Age,0
6763,Hepatic pain,under 1 year old,0
6764,Hepatic pain,1 to 13 years old,0
6765,Hepatic pain,13 to 18 years old,0
6766,Hepatic pain,18 to 40,0
6767,Hepatic pain,18 to 65 years old,3
6768,Hepatic pain,over 65 years old,0
6769,Poor quality product administered,Unknown Age,2
6770,Poor quality product administered,under 1 year old,0
6771,Poor quality product administered,1 to 13 years old,0
6772,Poor quality product administered,13 to 18 years old,0
6773,Poor quality product administered,18 to 40,0
6774,Poor quality product administered,18 to 65 years old,1
6775,Poor quality product administered,over 65 years old,0
6776,Product quality issue,Unknown Age,1
6777,Product quality issue,under 1 year old,0
6778,Product quality issue,1 to 13 years old,0
6779,Product quality issue,13 to 18 years old,0
6780,Product quality issue,18 to 40,1
6781,Product quality issue,18 to 65 years old,1
6782,Product quality issue,over 65 years old,0
6783,Suspected suicide attempt,Unknown Age,0
6784,Suspected suicide attempt,under 1 year old,0
6785,Suspected suicide attempt,1 to 13 years old,0
6786,Suspected suicide attempt,13 to 18 years old,3
6787,Suspected suicide attempt,18 to 40,4
6788,Suspected suicide attempt,18 to 65 years old,0
6789,Suspected suicide attempt,over 65 years old,0
6790,Folate deficiency,Unknown Age,0
6791,Folate deficiency,under 1 year old,0
6792,Folate deficiency,1 to 13 years old,0
6793,Folate deficiency,13 to 18 years old,0
6794,Folate deficiency,18 to 40,0
6795,Folate deficiency,18 to 65 years old,8
6796,Folate deficiency,over 65 years old,0
6797,Macrocytosis,Unknown Age,0
6798,Macrocytosis,under 1 year old,0
6799,Macrocytosis,1 to 13 years old,0
6800,Macrocytosis,13 to 18 years old,0
6801,Macrocytosis,18 to 40,0
6802,Macrocytosis,18 to 65 years old,8
6803,Macrocytosis,over 65 years old,0
6804,Vitamin B12 deficiency,Unknown Age,0
6805,Vitamin B12 deficiency,under 1 year old,0
6806,Vitamin B12 deficiency,1 to 13 years old,0
6807,Vitamin B12 deficiency,13 to 18 years old,0
6808,Vitamin B12 deficiency,18 to 40,0
6809,Vitamin B12 deficiency,18 to 65 years old,8
6810,Vitamin B12 deficiency,over 65 years old,0
6811,Coagulation factor VII level decreased,Unknown Age,0
6812,Coagulation factor VII level decreased,under 1 year old,0
6813,Coagulation factor VII level decreased,1 to 13 years old,0
6814,Coagulation factor VII level decreased,13 to 18 years old,5
6815,Coagulation factor VII level decreased,18 to 40,4
6816,Coagulation factor VII level decreased,18 to 65 years old,0
6817,Coagulation factor VII level decreased,over 65 years old,0
6818,Coagulation factor X level decreased,Unknown Age,0
6819,Coagulation factor X level decreased,under 1 year old,0
6820,Coagulation factor X level decreased,1 to 13 years old,0
6821,Coagulation factor X level decreased,13 to 18 years old,5
6822,Coagulation factor X level decreased,18 to 40,4
6823,Coagulation factor X level decreased,18 to 65 years old,0
6824,Coagulation factor X level decreased,over 65 years old,0
6825,Bezoar,Unknown Age,0
6826,Bezoar,under 1 year old,0
6827,Bezoar,1 to 13 years old,0
6828,Bezoar,13 to 18 years old,0
6829,Bezoar,18 to 40,7
6830,Bezoar,18 to 65 years old,1
6831,Bezoar,over 65 years old,0
6832,Electrocardiogram abnormal,Unknown Age,0
6833,Electrocardiogram abnormal,under 1 year old,0
6834,Electrocardiogram abnormal,1 to 13 years old,0
6835,Electrocardiogram abnormal,13 to 18 years old,0
6836,Electrocardiogram abnormal,18 to 40,0
6837,Electrocardiogram abnormal,18 to 65 years old,1
6838,Electrocardiogram abnormal,over 65 years old,0
6839,Abdominal pain lower,Unknown Age,0
6840,Abdominal pain lower,under 1 year old,0
6841,Abdominal pain lower,1 to 13 years old,0
6842,Abdominal pain lower,13 to 18 years old,0
6843,Abdominal pain lower,18 to 40,1
6844,Abdominal pain lower,18 to 65 years old,1
6845,Abdominal pain lower,over 65 years old,0
6846,Renal tubular necrosis,Unknown Age,0
6847,Renal tubular necrosis,under 1 year old,0
6848,Renal tubular necrosis,1 to 13 years old,0
6849,Renal tubular necrosis,13 to 18 years old,0
6850,Renal tubular necrosis,18 to 40,1
6851,Renal tubular necrosis,18 to 65 years old,1
6852,Renal tubular necrosis,over 65 years old,2
6853,Pseudoporphyria,Unknown Age,0
6854,Pseudoporphyria,under 1 year old,0
6855,Pseudoporphyria,1 to 13 years old,0
6856,Pseudoporphyria,13 to 18 years old,0
6857,Pseudoporphyria,18 to 40,0
6858,Pseudoporphyria,18 to 65 years old,3
6859,Pseudoporphyria,over 65 years old,0
6860,Chronic sinusitis,Unknown Age,0
6861,Chronic sinusitis,under 1 year old,0
6862,Chronic sinusitis,1 to 13 years old,0
6863,Chronic sinusitis,13 to 18 years old,0
6864,Chronic sinusitis,18 to 40,0
6865,Chronic sinusitis,18 to 65 years old,0
6866,Chronic sinusitis,over 65 years old,1
6867,Paraesthesia oral,Unknown Age,1
6868,Paraesthesia oral,under 1 year old,0
6869,Paraesthesia oral,1 to 13 years old,0
6870,Paraesthesia oral,13 to 18 years old,0
6871,Paraesthesia oral,18 to 40,0
6872,Paraesthesia oral,18 to 65 years old,1
6873,Paraesthesia oral,over 65 years old,1
6874,Procedural pain,Unknown Age,0
6875,Procedural pain,under 1 year old,0
6876,Procedural pain,1 to 13 years old,0
6877,Procedural pain,13 to 18 years old,0
6878,Procedural pain,18 to 40,0
6879,Procedural pain,18 to 65 years old,0
6880,Procedural pain,over 65 years old,1
6881,Blood potassium increased,Unknown Age,0
6882,Blood potassium increased,under 1 year old,0
6883,Blood potassium increased,1 to 13 years old,0
6884,Blood potassium increased,13 to 18 years old,0
6885,Blood potassium increased,18 to 40,0
6886,Blood potassium increased,18 to 65 years old,0
6887,Blood potassium increased,over 65 years old,2
6888,Product physical issue,Unknown Age,3
6889,Product physical issue,under 1 year old,0
6890,Product physical issue,1 to 13 years old,0
6891,Product physical issue,13 to 18 years old,0
6892,Product physical issue,18 to 40,1
6893,Product physical issue,18 to 65 years old,0
6894,Product physical issue,over 65 years old,1
6895,Aortic arteriosclerosis,Unknown Age,0
6896,Aortic arteriosclerosis,under 1 year old,0
6897,Aortic arteriosclerosis,1 to 13 years old,0
6898,Aortic arteriosclerosis,13 to 18 years old,0
